drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Mylan-Zolmitriptan Odt,P, 0000.0000,013930,200,"Cataract, Crystalline Aculeiform"
Dificid,P, 0000.0000,012250,200,Posterior column ataxia
Jampzinc-Hc,P, 0000.0000,004415,200,Heart Aneurysm
Auro-Ramipril,P, 0000.0000,011979,200,"Reflex, Abnormal"
Ipg-Olanzapine Odt,P, 0000.0000,014907,200,Kallikrein hypertension
Apo-Irbesartan/Hctz,P, 0000.0000,003636,200,Gout
Flu, Cough + Cold Complete Day And Night,O, 0000.0000,008541,200,Deafness hyperuricemia neurologic ataxia
Latuda,P, 0000.0000,015043,200,Gastric Dilatation
Quetiapine Tablets,P, 0000.0000,013032,200,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10"
Alysena 21,P, 0000.0000,003636,200,Bluetongue
Alysena 28,P, 0000.0000,003636,200,"GLAUCOMA 3, PRIMARY CONGENITAL, E"
Cold + Sinus Daytime Cold + Sinus Nighttime,O, 0000.0000,008541,200,Cakut
Auro-Amoxicillin,P, 0000.0000,011979,200,Ependymoma
Esme 21,P, 0000.0000,013930,200,"Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant"
Esme 28,P, 0000.0000,013930,200,DIAMOND-BLACKFAN ANEMIA 13
Act Losartan/Hct,P, 0000.0000,015772,200,Hypovolemia
Tramaphen-Odan,P, 0000.0000,004835,200,Paraganglioma
Teva-Ramipril/Hctz,P, 0000.0000,014318,200,Elejalde Disease
Riva-Clopidogrel,P, 0000.0000,005034,200,"Conjunctivitis, Viral"
Auro-Alendronate,P, 0000.0000,011979,200,"DEAFNESS, AUTOSOMAL RECESSIVE 84A"
Act Candesartan/Hct,P, 0000.0000,015772,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45"
Candesartan,P, 0000.0000,015130,200,Leber Congenital Amaurosis 4
Mint-Metformin,P, 0000.0000,013221,200,"Chromosome 5, monosomy 5q35"
Losartan,P, 0000.0000,015130,200,Chromosome 8 ring
Januvia,P, 0000.0000,012250,200,Addison Disease
Telmisartan,P, 0000.0000,014236,200,Retrognathia
Losartan Hct,P, 0000.0000,015130,200,Corneal Endothelial Cell Loss
Rosuvastatin,P, 0000.0000,015130,200,Feline Infectious Peritonitis
Komboglyze,P, 0000.0000,009307,200,Classical Lissencephalies and Subcortical Band Heterotopias
Ran-Montelukast,P, 0000.0000,011271,200,Immersion Foot
Rbx-Atorvastatin,P, 0000.0000,011271,200,"Gingivitis, Necrotizing Ulcerative"
Mint-Losartan/Hctz,P, 0000.0000,013221,200,Kleefstra Syndrome
Mint-Losartan/Hctz Ds,P, 0000.0000,013221,200,Rozin Hertz Goodman syndrome
Teva-Efavirenz,P, 0000.0000,014318,200,"Rhinitis, Allergic, Perennial"
Ach-Temozolomide,P, 0000.0000,013032,200,"Epilepsy, Benign Neonatal"
Ondissolve Odf,P, 0000.0000,014108,200,"Muscular Dystrophy, Duchenne"
Ran-Minocycline,P, 0000.0000,011271,200,Alternating hemiplegia of childhood
Act Exemestane,P, 0000.0000,015772,200,Osteosclerosis
Auro-Quetiapine,P, 0000.0000,011979,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Taro-Clarithromycin,P, 0000.0000,005241,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1
Dom-Atomoxetine,P, 0000.0000,004065,200,Feline Infectious Peritonitis
Sandoz Fenofibrate E,P, 0000.0000,012027,200,Panniculitis
Sandoz Pregabalin,P, 0000.0000,012027,200,"Acrokeratoderma, Hereditary Papulotranslucent"
Auro-Meloxicam,P, 0000.0000,011979,200,Foreign Bodies
Auro-Sertraline,P, 0000.0000,011979,200,"Chromosome 5, monosomy 5q35"
Topotecan Injection,P, 0000.0000,012027,200,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D"
Jamp-Atorvastatin,P, 0000.0000,004415,200,Deafness conductive ptosis skeletal anomalies
Pms-Candesartan,P, 0000.0000,003550,200,Pointer syndrome
Pms-Telmisartan,P, 0000.0000,003550,200,"Osteolysis, Essential"
Jamp-Rosuvastatin,P, 0000.0000,004415,200,Pseudotrisomy 13 syndrome
Ran-Fenofibrate S,P, 0000.0000,011271,200,MENTAL HEALTH WELLNESS 2
Jamp-Montelukast,P, 0000.0000,004415,200,Accutane embryopathy
Mar-Gabapentin,P, 0000.0000,014907,200,Chromosome 18 Pericentric Inversion
Priva-Tramadol/Acet,P, 0000.0000,013741,200,Flatulence
Bupropion Sr,P, 0000.0000,014236,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY
Mint-Zopiclone,P, 0000.0000,013221,200,"Cataract, Crystalline Aculeiform"
Bio-Atenolol,P, 0000.0000,010997,200,Glycogen Storage Disease IC
Pms-Losartan-Hctz,P, 0000.0000,003550,200,Chromosome 8 ring
Isentress,P, 0000.0000,012250,200,Aminoacylase 1 deficiency
Gabapentin Tablets Usp,P, 0000.0000,013032,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY
Treanda,P, 0000.0000,005362,200,Noonan syndrome 3
Mylan-Finasteride Hg,P, 0000.0000,013930,200,Naegeli syndrome
Ran-Pregabalin,P, 0000.0000,011271,200,"Deafness, Sensorineural, with Hypertrophic Cardiomyopathy"
Mar-Fluoxetine,P, 0000.0000,014907,200,"BLEEDING DISORDER, PLATELET-TYPE, 15"
Mint-Irbesartan/Hctz,P, 0000.0000,013221,200,Alcohol Withdrawal Seizures
Naloxone Hydrochloride Injection,P, 0000.0000,004852,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
Pms-Dutasteride,P, 0000.0000,003550,200,"MACULAR DEGENERATION, X-LINKED ATROPHIC"
Pms-Rizatriptan Rdt,P, 0000.0000,003550,200,Hashimoto-Pritzker syndrome
Apo-Rizatriptan,P, 0000.0000,003636,200,Hypertrichosis congenital generalized X-linked
Apo-Rizatriptan Rpd,P, 0000.0000,003636,200,"MICROPHTHALMIA, ISOLATED 6"
Sandoz Telmisartan Hct,P, 0000.0000,012027,200,Marfan Syndrome type 2
Apo-Valganciclovir,P, 0000.0000,003636,200,Mandibular Injuries
Apo-Pregabalin,P, 0000.0000,003636,200,Foot Deformities
Auro-Lisinopril,P, 0000.0000,011979,200,"Charcot-Marie-Tooth disease, Type 2B2"
Sandoz Latanoprost/Timolol,P, 0000.0000,012027,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Robitussin Children'S Cough + Cold Bedtime,O, 0000.0000,014624,200,Retrognathia
Asa Daily Low Dose,O, 0000.0000,003550,200,Iatrogenic Disease
Candesartan/Hctz,P, 0000.0000,014236,200,Hereditary Diffuse Leukoencephalopathy with Spheroids
Candesartan Hct,P, 0000.0000,015130,200,"Retinoschisis, Autosomal Dominant"
Mint-Alendronate,P, 0000.0000,013221,200,Myoclonic Cerebellar Dyssynergia
Pms-Lansoprazole,P, 0000.0000,003550,200,Fused Kidney
Act Temozolomide,P, 0000.0000,015772,200,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Telmisartan/Hctz,P, 0000.0000,014236,200,Heart Aneurysm
Ran-Telmisartan,P, 0000.0000,011271,200,Elejalde Disease
Teva-Quetiapine Xr,P, 0000.0000,014318,200,Inappropriate ADH Syndrome
Telmisartan-Hctz,P, 0000.0000,004901,200,Pointer syndrome
Teva-Candesartan/Hctz,P, 0000.0000,014318,200,Heparin Cofactor II Deficiency
Donepezil Hydrochloride,P, 0000.0000,014803,200,"Dyskeratosis Congenita, Autosomal Recessive"
Dom-Candesartan,P, 0000.0000,004065,200,"Hearing Loss, Bilateral"
Sandoz Quetiapine Xr,P, 0000.0000,012027,200,"Encephalitis, Tick-Borne"
Ran-Topiramate,P, 0000.0000,011271,200,Ephemeral Fever
Ran-Levetiracetam,P, 0000.0000,011271,200,"Chylothorax, congenital"
Dom-Rizatriptan Rdt,P, 0000.0000,004065,200,Griscelli syndrome type 3
Mylan-Terazosin,P, 0000.0000,013930,200,"Fatigue Syndrome, Chronic"
Mar-Allopurinol,P, 0000.0000,014907,200,"Dyskeratosis Congenita, Autosomal Recessive"
Topotecan Hydrochloride For Injection,P, 0000.0000,013032,200,"MYOPIA 19, AUTOSOMAL DOMINANT"
Freya 21,P, 0000.0000,013930,200,"Chylothorax, congenital"
Pregabalin,P, 0000.0000,004901,200,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa"
Freya 28,P, 0000.0000,013930,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Teva-Rizatriptan Odt,P, 0000.0000,014318,200,Pseudoaminopterin syndrome
Apo-Abacavir,P, 0000.0000,003636,200,Ramon Syndrome
Teva-Voriconazole,P, 0000.0000,014318,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT
Atomoxetine,P, 0000.0000,004901,200,PREIMPLANTATION EMBRYONIC LETHALITY 1
Epuris,P, 0000.0000,010762,200,Colitis
Auro-Amlodipine,P, 0000.0000,011979,200,Neuropathy ataxia and retinitis pigmentosa
Ran-Quetiapine,P, 0000.0000,011271,200,Alagille Syndrome
Act Diclo-Miso,P, 0000.0000,015772,200,"Nystagmus, Congenital"
Pat-Darunavir,P, 0000.0000,014589,200,"CARDIOMYOPATHY, DILATED, 1KK"
Auro-Escitalopram,P, 0000.0000,011979,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 44"
Act Donepezil,P, 0000.0000,015772,200,Beta-Ureidopropionase Deficiency
Act Donepezil Odt,P, 0000.0000,015772,200,Loose Anagen Hair Syndrome
Edarbyclor,P, 0000.0000,011902,200,Microcephaly nonsyndromal
Mint-Rosuvastatin,P, 0000.0000,013221,200,"Rhinitis, Allergic, Perennial"
Teva-Solifenacin,P, 0000.0000,014318,200,"Deafness, Autosomal Dominant 48"
Ipg-Quetiapine,P, 0000.0000,014907,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Latanoprost Ophthalmic Solution,P, 0000.0000,012027,200,Chromosome 18 Pericentric Inversion
Pms-Galantamine Er,P, 0000.0000,003550,200,Paraganglioma
Mylan-Almotriptan,P, 0000.0000,013930,200,Fatigue
Jamp-Losartan,P, 0000.0000,004415,200,Oculoauricular Syndrome
Indayo,P, 0000.0000,013930,200,"Lymphoid System Deterioration, Progressive"
Diacomit,P, 0000.0000,014656,200,Hereditary Diffuse Leukoencephalopathy with Spheroids
Sandoz Solifenacin,P, 0000.0000,012027,200,Blue diaper syndrome
Med-Rosuvastatin,P, 0000.0000,013985,200,"Coronary Artery Disease, Autosomal Dominant, 1"
Apo-Bosentan,P, 0000.0000,003636,200,Cakut
Calcitriol Injection Usp,P, 0000.0000,008892,200,"Parkinsonism-Dystonia, Infantile"
Mar-Sertraline,P, 0000.0000,014907,200,"Mental Retardation, X-Linked 52"
Mar-Zolmitriptan,P, 0000.0000,014907,200,Chronic recurrent multifocal osteomyelitis
Levetiracetam Tablets,P, 0000.0000,013032,200,HYPERGLYCINURIA
Teva-Imatinib,P, 0000.0000,014318,200,"Nephroma, Mesoblastic"
Mar-Quetiapine,P, 0000.0000,014907,200,"Hexosaminidase A Deficiency, Adult Type"
Mar-Montelukast,P, 0000.0000,014907,200,Adenoameloblastoma
Teva-Capecitabine,P, 0000.0000,014318,200,Miyoshi myopathy
Sandoz Fluvastatin,P, 0000.0000,012027,200,Radius absent anogenital anomalies
Accel-Quetiapine,P, 0000.0000,013829,200,Chronic Kidney Disease-Mineral and Bone Disorder
Accel-Fluoxetine,P, 0000.0000,013829,200,Brain Diseases
Diltiazem Cd,P, 0000.0000,014236,200,Brachymesophalangy 2 and 5
Divalproex,P, 0000.0000,014236,200,"Neoplasms, Fibrous Tissue"
Clindamycin,P, 0000.0000,014236,200,Prodromal Symptoms
Auro-Donepezil,P, 0000.0000,011979,200,Orotic Aciduria II
Mylan-Amlodipine/Atorvastatin,P, 0000.0000,013930,200,Amaurosis hypertrichosis
Picato,P, 0000.0000,004489,200,Gout
Accel-Alendronate,P, 0000.0000,013829,200,"Chromosome 10, trisomy 10pter p13"
Lutera 21,P, 0000.0000,010028,200,"Chromosome 10, trisomy 10pter p13"
Advil Cold, Cough + Flu Nighttime,O, 0000.0000,014624,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
Lutera 28,P, 0000.0000,010028,200,Kallikrein hypertension
Tranexamic Acid Tablets,P, 0000.0000,008892,200,Posterior column ataxia
Jamp-Ibuprofen,O, 0000.0000,004415,200,Capgras Syndrome
Ipg-Sildenafil,P, 0000.0000,014907,200,Ependymoma
Amoxicillin Capsules,P, 0000.0000,015130,200,Hyperexplexia hereditary
Amoxicillin Granules For Oral Suspension,P, 0000.0000,015130,200,Glycogen Storage Disease IXC
Med-Rivastigmine,P, 0000.0000,013985,200,Chronic Kidney Disease-Mineral and Bone Disorder
Pms-Telmisartan-Hctz,P, 0000.0000,003550,200,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Sildenafil Citrate,P, 0000.0000,014803,200,"Cataract, Congenital, Cerulean Type, 3"
Lysteda,P, 0000.0000,004174,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism
Tricira Lo,P, 0000.0000,003636,200,Addison Disease
Mar-Donepezil,P, 0000.0000,014907,200,"Hypoglycemia, Neonatal, Simulating Foetopathia Diabetica"
Acne Treatment System,O, 0000.0000,010990,200,"Mental Retardation, X-Linked 79"
Pms-Colchicine,P, 0000.0000,003550,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells
Jamp-Gabapentin Tablets,P, 0000.0000,004415,200,"Esophageal Spasm, Diffuse"
Mint-Sertraline,P, 0000.0000,013221,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT
Pms-Tetrabenazine,P, 0000.0000,003550,200,GEMSS syndrome
Mar-Sildenafil,P, 0000.0000,014907,200,Neural crest tumor
Dom-Pregabalin,P, 0000.0000,004065,200,LEBER CONGENITAL AMAUROSIS 7
Ran-Lansoprazole,P, 0000.0000,011271,200,Aplasia of Lacrimal and Salivary Glands
Donepezil Hydrochloride Tablets,P, 0000.0000,013032,200,Oculoauriculofrontonasal syndrome
Apo-Allopurinol,P, 0000.0000,003636,200,Calabro syndrome
Myrbetriq,P, 0000.0000,012204,200,Pancreatoblastoma
Act Pregabalin,P, 0000.0000,015772,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA
Jamp-Levetiracetam,P, 0000.0000,004415,200,Laryngeal Edema
Ran-Olanzapine,P, 0000.0000,011271,200,Obsessive-Compulsive Disorder
Apo-Amitriptyline,P, 0000.0000,003636,200,Immersion Foot
Act Clarithromycin Xl,P, 0000.0000,015772,200,"Chondrodysplasia, blomstrand type"
Gold Bond Ultimate Derm Intense Dry Skin Relief Foot Cream,O, 0000.0000,015112,200,Microphthalmia associated with colobomatous cyst
Auro-Losartan,P, 0000.0000,011979,200,"Neutropenia, severe chronic"
Apo-Rosiglitazone,P, 0000.0000,003636,200,Metabolic Syndrome
Solifenacin Succinate,P, 0000.0000,014803,200,"Gingivitis, Necrotizing Ulcerative"
Teva-Alendronate/Cholecalciferol,P, 0000.0000,014318,200,Pacman dysplasia
Mar-Domperidone,P, 0000.0000,014907,200,Nidovirales Infections
Neupro,P, 0000.0000,013175,200,HYPERGLYCINURIA
Irbesartan And Hydrochlorothiazide,P, 0000.0000,014803,200,"Parathyroid Glands, Agenesis Of"
3m Soluprep Sponge,O, 0000.0000,004550,200,Foreign Bodies
Mylan-Tolterodine Er,P, 0000.0000,013930,200,Osteosclerosis
Pms-Amlodipine-Atorvastatin,P, 0000.0000,003550,200,Dystonia 16
Act Dorzotimolol,P, 0000.0000,015772,200,Granddad Syndrome
Jamp-Donepezil,P, 0000.0000,004415,200,"Muscular Dystrophy, Duchenne"
Ran-Losartan,P, 0000.0000,011271,200,Chorea
Claritin Liquid Capsules,O, 0000.0000,010774,200,"Deafness, Autosomal Dominant 48"
Fycompa,P, 0000.0000,014507,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
Apo-Rasagiline,P, 0000.0000,003636,200,"Chromosome 2, monosomy 2pter p24"
Emergency Acne Vanishing Treatment Wipes,O, 0000.0000,004675,200,Cataract congenital Volkmann type
Apo-Moxifloxacin,P, 0000.0000,003636,200,"Rhinitis, Allergic, Perennial"
Neocitran Ultra Strength Total Flu,O, 0000.0000,010114,200,Granddad Syndrome
Auro-Valacyclovir,P, 0000.0000,011979,200,Gout
Auro-Simvastatin,P, 0000.0000,011979,200,Oculoauricular Syndrome
Candesartan Cilexetil And Hydrochlorothiazide,P, 0000.0000,014803,200,"Chylothorax, congenital"
Sandoz Almotriptan,P, 0000.0000,012027,200,"Amyloidosis, Cerebroarterial, App-Related"
Apo-Trimipramine,P, 0000.0000,003636,200,Leiomyoma
Zopiclone,P, 0000.0000,014330,200,Branchio-Oto-Renal Syndrome
Jamp-Sildenafil,P, 0000.0000,004415,200,Hoyeraal Hreidarsson syndrome
Ran-Fluoxetine,P, 0000.0000,011271,200,Megalencephaly with Dysmyelination
Mint-Losartan,P, 0000.0000,013221,200,"Hematoma, Subdural"
Apo-Almotriptan,P, 0000.0000,003636,200,"Hemophagocytic lymphohistiocytosis, familial, 2"
Auro-Finasteride,P, 0000.0000,011979,200,Ephemeral Fever
Cough + Cold Relief Extra Strength,O, 0000.0000,009202,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Riva-Atomoxetine,P, 0000.0000,005034,200,"Parathyroid Glands, Agenesis Of"
Auro-Irbesartan,P, 0000.0000,011979,200,Carotid Artery Injuries
Pms-Doxylamine-Pyridoxine,P, 0000.0000,003550,200,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32"
Auro-Risedronate,P, 0000.0000,011979,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA
Fludarabine Phosphate Injection,P, 0000.0000,013930,200,"Niemann-Pick Disease, Type B"
Pms-Topotecan,P, 0000.0000,003550,200,"Hypogonadotropic hypogonadism and anosmia, autosomal dominant"
Mylan-Vancomycin Hydrochloride For Injection, Usp,P, 0000.0000,013930,200,Neuromyelitis Optica
Jamp Olanzapine Odt,P, 0000.0000,004415,200,"BLEEDING DISORDER, PLATELET-TYPE, 9"
Ran-Irbesartan,P, 0000.0000,011271,200,Glycogen Storage Disease IC
Jamp-Zopiclone Tablets,P, 0000.0000,004415,200,Rectocele
Mint-Rivastigmine,P, 0000.0000,013221,200,Glycogen Storage Disease IXC
Apo-Gliclazide Mr,P, 0000.0000,003636,200,Oslam syndrome
Auro-Atorvastatin,P, 0000.0000,011979,200,Chromosome 8 ring
Xtandi,P, 0000.0000,012204,200,Foreign Bodies
Mint-Escitalopram,P, 0000.0000,013221,200,"Dyskeratosis Congenita, Autosomal Recessive"
Telmisartan Tablets,P, 0000.0000,013032,200,Meier Blumberg Imahorn syndrome
Maximum Strength Acid Reducer Without Prescription,O, 0000.0000,004065,200,Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly
Apo-Tetrabenazine,P, 0000.0000,003636,200,Microcephaly nonsyndromal
Tylenol Liquid Gels,O, 0000.0000,004569,200,Maxillary Sinusitis
Zoledronic Acid For Injection,P, 0000.0000,014318,200,Out-of-Hospital Cardiac Arrest
Dom-Sildenafil,P, 0000.0000,004065,200,"Krabbe Disease, Atypical, due to Saposin A Deficiency"
Sandoz Quetiapine Xrt,P, 0000.0000,012027,200,"MICROPHTHALMIA, ISOLATED 6"
Jamp-Vancomycin,P, 0000.0000,004415,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Cold + Sinus Relief Capsules,O, 0000.0000,003636,200,Foot Deformities
Teva-Deferasirox,P, 0000.0000,014318,200,Pathologic Processes
Zoledronic Acid Injection,P, 0000.0000,014318,200,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8"
Fibristal,P, 0000.0000,017124,200,Microphthalmia associated with colobomatous cyst
Jamp-Losartan Hctz,P, 0000.0000,004415,200,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 3"
Mylan-Rabeprazole,P, 0000.0000,013930,200,"High serum cholesterol, familial"
Clindamycin Iv Infusion,P, 0000.0000,012027,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor
Mylan-Pantoprazole T,P, 0000.0000,013930,200,"Lp(A) Deficiency, Congenital"
Mint-Montelukast,P, 0000.0000,013221,200,Flatulence
Myl-Pregabalin,P, 0000.0000,013930,200,"Bulbo-Spinal Atrophy, X-Linked"
Apo-Quinapril/Hctz,P, 0000.0000,003636,200,"Purpura, Thrombocytopenic"
Breo Ellipta,P, 0000.0000,009985,200,"PROTHROMBIN DEFICIENCY, CONGENITAL"
Mint-Clopidogrel,P, 0000.0000,013221,200,"Esophageal Spasm, Diffuse"
Clarithromycin,P, 0000.0000,014236,200,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Nat-Citalopram,P, 0000.0000,015633,200,Marfan Syndrome type 2
Gd-Tranexamic Acid,P, 0000.0000,012463,200,"Encephalitis, Tick-Borne"
Intuniv Xr,P, 0000.0000,009504,200,Bluetongue
Extra Strength Dormex Caplets,O, 0000.0000,008541,200,Neuropathy ataxia and retinitis pigmentosa
Rizatriptan,P, 0000.0000,014803,200,"Milia, Multiple Eruptive"
Pms-Tadalafil,P, 0000.0000,003550,200,Laryngeal Edema
Vicks Dayquil Complete Cold + Flu Caplets,O, 0000.0000,004911,200,"Krabbe Disease, Atypical, due to Saposin A Deficiency"
Mekinist,P, 0000.0000,007277,200,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME"
Apo-Voriconazole,P, 0000.0000,003636,200,Cleft palate X-linked
Sdz-Sumatriptan,P, 0000.0000,012027,200,"Purpura, Thrombocytopenic"
Gemcitabine For Injection Usp,P, 0000.0000,013985,200,"OSTEOGENESIS IMPERFECTA, TYPE XI"
Eptifibatide Injection,P, 0000.0000,004852,200,Cerebral Small Vessel Diseases
Mint-Olanzapine,P, 0000.0000,013221,200,Pleural Neoplasms
Mirvala 21,P, 0000.0000,003636,200,"Kidney Diseases, Cystic"
Mirvala 28,P, 0000.0000,003636,200,PREIMPLANTATION EMBRYONIC LETHALITY 1
Ach-Montelukast,P, 0000.0000,013032,200,Chronic recurrent multifocal osteomyelitis
Movisse,P, 0000.0000,013930,200,Brugada Syndrome 8
Tetrabenazine Tablets,P, 0000.0000,008892,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
Pms-Epirubicin,P, 0000.0000,003550,200,"Chromosome 2, monosomy 2pter p24"
Auro-Lamivudine,P, 0000.0000,011979,200,Contrecoup Injury
Mylan-Tadalafil,P, 0000.0000,013930,200,"Hexosaminidase A Deficiency, Adult Type"
Zamine 21,P, 0000.0000,003636,200,"Diabetes Mellitus, Insulin-Dependent, 22"
Zamine 28,P, 0000.0000,003636,200,Heart Aneurysm
Ipg-Rosuvastatin,P, 0000.0000,014907,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12
Pemetrexed Disodium For Injection,P, 0000.0000,004908,200,Neural crest tumor
Sildenafil Tablets,P, 0000.0000,015083,200,Hyaline Membrane Disease
Apo-Amlodipine-Atorvastatin,P, 0000.0000,003636,200,Histrionic Personality Disorder
Atorvastatin-20,P, 0000.0000,015130,200,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
Atorvastatin-40,P, 0000.0000,015130,200,Meacham Winn Culler syndrome
Atorvastatin-80,P, 0000.0000,015130,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA
Ilevro,P, 0000.0000,007277,200,Craniopharyngioma
Sarensis 21,P, 0000.0000,014589,200,Loose Anagen Hair Syndrome
Ramipril-2.5,P, 0000.0000,015130,200,HYPERGLYCINURIA
Ramipril-5,P, 0000.0000,015130,200,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8"
Ramipril-10,P, 0000.0000,015130,200,Legg-Calve-Perthes Disease
Rosuvastatin-5,P, 0000.0000,015130,200,Distal Osteosclerosis
Rosuvastatin-10,P, 0000.0000,015130,200,Pulmonary Eosinophilia
Rosuvastatin-20,P, 0000.0000,015130,200,"Neutropenia, severe chronic"
Rosuvastatin-40,P, 0000.0000,015130,200,Hyaline Membrane Disease
Auro-Mirtazapine,P, 0000.0000,011979,200,"OSTEOGENESIS IMPERFECTA, TYPE XI"
Pregabalin-50,P, 0000.0000,015130,200,Accutane embryopathy
Omeprazole-20,P, 0000.0000,015130,200,"Retinoschisis, Autosomal Dominant"
Mar-Paroxetine,P, 0000.0000,014907,200,Orotic Aciduria II
Teva-Travoprost Z Ophthalmic Solution,P, 0000.0000,014318,200,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8"
Teva-Tolterodine La,P, 0000.0000,014318,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
Docetaxel Injection,P, 0000.0000,014318,200,Amaurosis hypertrichosis
Lactulose,O, 0000.0000,014236,200,"Lymphoid System Deterioration, Progressive"
Gemcitabine Injection,P, 0000.0000,012027,200,Foot Deformities
Ran-Celecoxib,P, 0000.0000,011271,200,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
Mint-Celecoxib,P, 0000.0000,013221,200,"Adrenal Hyperplasia, Congenital"
Ramipril-Hctz,P, 0000.0000,014236,200,Maxillary Sinusitis
Adempas,P, 0000.0000,010774,200,Ocular Myopathy with Curare Sensitivity
Euro-Hydrocortisone Cream 1%,P, 0000.0000,012027,200,Hypoxia
Abbott-Pantoprazole,P, 0000.0000,003525,200,"Prostate Cancer, Hereditary, 6"
Abbott-Quetiapine,P, 0000.0000,016524,200,PREIMPLANTATION EMBRYONIC LETHALITY 1
Apo-Temozolomide,P, 0000.0000,003636,200,Moyamoya disease 3
Mar-Rosuvastatin,P, 0000.0000,014907,200,"Myoclonus, Cerebellar Ataxia, and Deafness"
Sandoz Tolterodine La,P, 0000.0000,012027,200,"CARDIOMYOPATHY, DILATED, 1KK"
Sandoz Travoprost,P, 0000.0000,012027,200,Lymphangiosarcoma
Ocphyl,P, 0000.0000,011656,200,Gastrointestinal Diseases
Apo-Doxylamine/B6,P, 0000.0000,003636,200,Noonan syndrome 3
Signifor,P, 0000.0000,007277,200,Hashimoto-Pritzker syndrome
Apo-Clarithromycin Xl,P, 0000.0000,003636,200,Craniopharyngioma
Spectro Acnecare Wash For Acne Prone Skin,O, 0000.0000,010114,200,Lubs X-linked mental retardation syndrome
Mylan-Risperidone Odt,P, 0000.0000,013930,200,Nidovirales Infections
Val-Baclofen Intrathecal,P, 0000.0000,011902,200,Pleural Neoplasms
Formula 3,O, 0000.0000,015828,200,Granddad Syndrome
Sandoz Travoprost / Timolol Pq,P, 0000.0000,012027,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Oxaliplatin For Injection,P, 0000.0000,011642,200,Acheiropodia
Ran-Olanzapine Odt,P, 0000.0000,011271,200,Microcephaly nonsyndromal
Apo-Latanoprost-Timop,P, 0000.0000,003636,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Dom-Valsartan,P, 0000.0000,004065,200,Pemphigoid Gestationis
Auro-Valsartan,P, 0000.0000,011979,200,Chromosome 2p16.1-P15 Deletion Syndrome
Istodax,P, 0000.0000,013002,200,"Hearing Loss, Unilateral"
Abbott-Olanzapine Odt,P, 0000.0000,016524,200,Bladder Exstrophy and Epispadias Complex
Abbott-Citalopram,P, 0000.0000,003525,200,Gastric Dilatation
