drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Octreotide Acetate Injection   - 200mcg/Ml,P, 0000.0000,012027,200,Carbohydrate Metabolism  Inborn Errors,2000
Cipralex   -10mg,P, 0000.3730,005362,200,Epiphyseal Dysplasia  Baumann Type,2000
Cipralex   -20mg,P, 0000.3971,005362,200,Pseudoarthrogryposis,2000
Mylan-Topiramate,P, 0000.0000,013930,200,Oculoauriculofrontonasal syndrome,2000
Sunblock Lotion 15 Spf,O, 0000.0000,000000,200,Mesonephroma,2000
Voile Solaire/Sun Veil,O, 0000.0000,000000,200,Bothnia Retinal Dystrophy,2000
Pediaphen Children'S Acetaminophen Chewable Tablets Usp 80mg/Tab,O, 0000.0000,007555,200,Granddad Syndrome,2000
Act Etidrocal,P, 0000.0000,015772,200,Dysfibrinogenemia  Congenital,2000
Methacholine Omega,P, 0000.0000,004852,200,Foot Deformities,2000
Teva-Ondansetron,P, 0000.0000,014318,200,Maxillary Sinusitis,2000
Canesten Combi-Pak Comfortab 3,O, 0000.0000,010774,200,Lymphangiosarcoma,2000
Canesten Combi-Pak Comfortab 1,O, 0000.0000,010774,200,EXOSTOSES  MULTIPLE  TYPE I,2000
Teva-Risperidone,P, 0000.0000,014318,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  44,2000
Sunblock Spf 45,O, 0000.0000,004769,200,Hyperhidrosis,2000
Euthyrox,P, 0000.0000,005181,200,Mandibulofacial dysostosis  Treacher Collins type  autosomal recessive,2000
Active Breathable Sunblock Spf 45,O, 0000.0000,004402,200,Corneal Endothelial Cell Loss,2000
Myfortic,P, 0000.0000,007277,200,Leiomyoma,2000
Spf 30 Lotion Tres Douce,O, 0000.0000,000000,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Ratio-Risperidone,P, 0000.0000,010402,200,Beta-Ureidopropionase Deficiency,2000
Tramacet,P, 0000.0000,007259,200,Hamano Tsukamoto syndrome,2000
Malarone Pediatric,P, 0000.0000,009985,200,Brachymesophalangy 2 and 5,2000
Hawaiian Tropic 45 Spf Sunblock,O, 0000.0000,005274,200,Nablus mask-like facial syndrome,2000
Aquasource Levres Spf 8,O, 0000.0000,003759,200,Pacman dysplasia,2000
Enoxaparin 60mg/0.6ml Syrng,P, 0000.0000,004773,200,Metabolic Syndrome,2000
Novo-Warfarin,P, 0000.0000,004773,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,2000
Novo-Warfarin 7.5mg Tablet,P, 0000.0000,004773,200,Major Affective Disorder 2,2000
Beneflur 50mg Vial,P, 0000.0000,003737,200,CHARCOT-MARIE-TOOTH DISEASE  AXONAL  TYPE 2Z,2000
Mylan-Lamotrigine,P, 0000.0000,013930,200,Posterior column ataxia,2000
Crestor - 5mg,P, 0000.2496,009307,200,Milia  Multiple Eruptive,2000
Chlorpheniramine Maleate 4mg Tablet,O, 0000.0000,004415,200,Arrhythmogenic Right Ventricular Dysplasia  Familial  3,2000
Bci Pravastatin 10mg Tablet,P, 0000.0000,003695,200,Radius absent anogenital anomalies,2000
Bci Simvastatin,P, 0000.1988,003695,200,Retrognathia,2000
Sandoz Azithromycin,P, 0000.0000,012027,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Taro-Simvastatin,P, 0000.0000,005241,200,Hypercapnia,2000
Contac Cough + Cold Syrup,O, 0000.0000,010114,200,Neural crest tumor,2000
Apo-Fosinopril,P, 0000.0000,003636,200,Microphthalmia associated with colobomatous cyst,2000
Extra Strength Cold Syrup,O, 0000.0000,004415,200,Lujan Fryns syndrome,2000
Teva-Cilazapril,P, 0000.0000,014318,200,Orotic Aciduria II,2000
Taro-Mometasone Lotion,P, 0000.0000,005241,200,Contusions,2000
Apo-Salvent-Ipravent Sterules,P, 0000.0000,003636,200,Fatigue,2000
Sandoz Clarithromycin,P, 0000.0000,012027,200,Major Affective Disorder 2,2000
Lithmax,P, 0000.0000,014412,200,Muscular Dystrophy  Duchenne,2000
Reminyl Er,P, 0001.2393,007259,200,Diabetic Cardiomyopathies,2000
Taro-Clindamycin,P, 0000.0000,005241,200,Connective Tissue Nevus,2000
Asacol 800,P, 0000.0000,014339,200,Hypovolemia,2000
Tecta,P, 0000.2025,014108,200,Hereditary vertical nystagmus,2000
Sirface Hydrating Lotion With Spf 15,O, 0000.0000,000000,200,Autolysis,2000
Cold Liquid,O, 0000.0000,005240,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Teva-Bisoprolol,P, 0000.0000,014318,200,Immune System Diseases,2000
Avon Clearskin Invigorating Cleansing Scrub,O, 0000.0000,003685,200,Greig cephalopolysyndactyly syndrome,2000
Apo-Medroxy,P, 0000.0000,003636,200,Oculoauriculofrontonasal syndrome,2000
Sandoz Topiramate,P, 0000.0000,012027,200,Iatrogenic Disease,2000
Teva-Azithromycin,P, 0000.0000,014318,200,C1q DEFICIENCY,2000
Strepsils Strawberry Sugarfree,O, 0000.0000,005010,200,Hexosaminidase A Deficiency  Adult Type,2000
Ran-Ciprofloxacin,P, 0000.0000,011271,200,Greig cephalopolysyndactyly syndrome,2000
Ran-Atenolol,P, 0000.0000,011271,200,Oculoauriculofrontonasal syndrome,2000
Ran-Citalopram,P, 0000.0000,011271,200,Pointer syndrome,2000
Ran-Carvedilol,P, 0000.0000,011271,200,Lubs X-linked mental retardation syndrome,2000
Ran-Domperidone,P, 0000.0000,011271,200,Hematoma  Subdural,2000
Avon Beyond Color Lip Recovery Cream Spf 15,O, 0000.0000,003685,200,Esophageal Spasm  Diffuse,2000
Naxen Ec 500mg Tablet,P, 0000.0000,007169,200,Cardiomyopathy  Familial Hypertrophic  10,2000
Extra Strength Tylenol Sinus Pain And Congestion Nighttime,O, 0000.0000,004569,200,Cerebral palsy  spastic  diplegic,2000
Apo-Sumatriptan,P, 0000.0000,003636,200,Macrophage Activation Syndrome,2000
Lyrica,P, 0000.0000,004908,200,Maxillary Fractures,2000
Glumetza,P, 0000.0000,011902,200,Deafness hyperuricemia neurologic ataxia,2000
Dimension Foaming Antibacterial Hand Soap,O, 0000.0000,012247,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Angeliq,P, 0000.0000,010774,200,Airway Remodeling,2000
Mylan-Sumatriptan,P, 0000.0000,013930,200,Mental Retardation  X-Linked 84,2000
Ran-Metformin,P, 0000.0000,011271,200,Gingivitis  Necrotizing Ulcerative,2000
Lipidil Ez,P, 0000.0973,016524,200,Aplasia of Lacrimal and Salivary Glands,2000
Extra Strength Acetaminophen 500mg Easy To Swallow Tablets,O, 0000.0000,004415,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Acetylsalicylic Acid 80 Mg Chewable Tablets,O, 0000.0000,004415,200,Carbohydrate Metabolism  Inborn Errors,2000
Pms-Simvastatin,P, 0000.0000,003550,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  44,2000
Teva-Pramipexole,P, 0000.0000,014318,200,Congenital Lipomatous Overgrowth  Vascular Malformations  and Epidermal Nevi,2000
Sandoz Paroxetine,P, 0000.0000,012027,200,Amaurosis hypertrichosis,2000
Aricept Rdt,P, 0000.0000,004908,200,Deafness  Sensorineural  with Hypertrophic Cardiomyopathy,2000
Sandoz Glimepiride,P, 0000.0000,012027,200,Myoclonic Cerebellar Dyssynergia,2000
Dm + Expectorant Syrup,O, 0000.0000,014318,200,Obsessive-Compulsive Disorder,2000
Gojo E2 Foam Sanitizing Soap,O, 0000.0000,004264,200,Familial antiphospholipid syndrome,2000
Flomax Cr,P, 0000.1620,003617,200,Iatrogenic Disease,2000
Little Colds Multi-Symptom Cold Formula,O, 0000.0000,009719,200,Foot Deformities,2000
Riva-Pravastatin,P, 0000.0000,005034,200,Ectoparasitic Infestations,2000
Advicor,P, 0000.0000,000000,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  52,2000
Diovan,P, 0000.3075,007277,200,Hypoglycemia  Neonatal  Simulating Foetopathia Diabetica,2000
Olay Definity Refining Lotion With Uv Protection,O, 0000.0000,004911,200,Prodromal Symptoms,2000
Co Sotalol,P, 0000.0000,010028,200,Faciocardiomelic Dysplasia  Lethal,2000
Dom-Sumatriptan,P, 0000.0000,004065,200,Pallister Killian syndrome,2000
Finacea,P, 0000.0000,010774,200,Neoplasm Micrometastasis,2000
Inomax,P, 0000.0000,011279,200,Colitis,2000
Riva-Sumatriptan,P, 0000.0000,005034,200,Cerebral Small Vessel Diseases,2000
Phl-Topiramate,P, 0000.0000,004917,200,Kallmann Syndrome 2 with Bimanual Synkinesia,2000
30 Spf Fps,O, 0000.0000,005274,200,Acute Pain,2000
Act Lisinopril,P, 0000.0000,015772,200,Ectopia Lentis  Spontaneous Filtering Blebs  and Craniofacial Dysmorphism,2000
Ratio-Sumatriptan,P, 0000.0000,010402,200,Malignant fever,2000
Teva-Diltiazem Hcl Er Capsules,P, 0000.0000,011902,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Cold And Flu Medicine - Day Time Formula,O, 0000.0000,004933,200,Cone-Rod Dystrophy 12,2000
Ondansetron Omega   -(With Preservative - Multidose Vial),P, 0000.0000,004852,200,DEAFNESS  AUTOSOMAL RECESSIVE 101,2000
Gen-Tizanidine 2mg Tablet,P, 0000.0000,004269,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Mylan-Amlodipine,P, 0000.0000,013930,200,GLAUCOMA 3  PRIMARY CONGENITAL  C,2000
Dristan Dm,O, 0000.0000,011267,200,Chromosome 8 ring,2000
Estee Lauder Sun Performance Spf 30 Sunscreen Sun Care Multi-Pro,O, 0000.0000,005490,200,Discrete Subaortic Stenosis,2000
Pal-Pravastatin-Asa,P, 0000.0000,008481,200,Hexosaminidase A Deficiency  Adult Type,2000
Teva-Combo Sterinebs,P, 0000.0000,014318,200,Gastric Dilatation,2000
Vicks Dayquil Cold + Flu Multi-Symptom Relief Liquicaps,O, 0000.0000,004911,200,Cakut,2000
Ibuprofen Tablets 200 Mg,O, 0000.0000,008541,200,Chondroblastoma,2000
Linessa 21,P, 0000.0000,016569,200,Diabetes Mellitus  Insulin-Dependent  22,2000
Spf/Fps 30 Sport Eco Lips,O, 0000.0000,000000,200,Cataract congenital Volkmann type,2000
Ratio-Glimepiride,P, 0000.0000,014318,200,Contrecoup Injury,2000
Enablex,P, 0000.0000,015639,200,Encephalitis  Tick-Borne,2000
Caduet,P, 0000.0000,004908,200,Paraganglioma,2000
Vicks Children'S Nyquil Cold + Cough Multi-Symptom Relief,O, 0000.0000,004911,200,DEAFNESS  AUTOSOMAL RECESSIVE 61,2000
Apo-Amlodipine,P, 0000.0000,003636,200,Agenesis of Corpus Callosum,2000
Bisacodyl-Odan,O, 0000.0000,004835,200,GLAUCOMA 3  PRIMARY CONGENITAL  C,2000
Benylin Cold + Sinus,O, 0000.0000,004569,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Pms-Ursodiol C,P, 0000.0000,003550,200,Double Nail for Fifth Toe,2000
Soleil Identite,O, 0000.0000,000000,200,Kallikrein hypertension,2000
Benazepril,P, 0000.0000,014412,200,Ataxia-Microcephaly-Cataract Syndrome,2000
Differin Xp,P, 0000.0000,004225,200,Otorhinolaryngologic Diseases,2000
Spf 15 Oil Free Daytime Smoothing Lotion,O, 0000.0000,003865,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,2000
Act Levetiracetam,P, 0000.0000,015772,200,PONTOCEREBELLAR HYPOPLASIA  TYPE 2D,2000
Sandoz Ondansetron,P, 0000.0000,012027,200,Hyperhidrosis,2000
Azithromycin,P, 0000.0000,003550,200,Immune System Diseases,2000
Gd-Azithromycin,P, 0000.0000,012463,200,Rhinitis  Allergic  Perennial,2000
Apo-Clarithromycin,P, 0000.0000,003636,200,Romano-Ward Syndrome,2000
Almay Daily Moisturizer Spf 15 For Dry Skin,O, 0000.0000,004602,200,Choroid plexus calcification with mental retardation,2000
Mylan-Lisinopril,P, 0000.0000,013930,200,IMMUNODEFICIENCY 21,2000
Teva-Pioglitazone,P, 0000.0000,014318,200,Heavy Metal Poisoning  Nervous System,2000
Teva-Venlafaxine Xr,P, 0000.0000,014318,200,Carbohydrate Metabolism  Inborn Errors,2000
Sandoz Bupropion Sr,P, 0000.0000,012027,200,Cataract  Crystalline Aculeiform,2000
Wellbutrin Xl,P, 0000.3072,011902,200,Bladder Exstrophy and Epispadias Complex,2000
Pms Midol Complete,O, 0000.0000,010774,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  3,2000
Ratio Azithromycin,P, 0000.0000,010402,200,Malignant fever,2000
C-Thru-U Beautifying Sheer Tint Voile Teinte Beaute Spf/Fps 15,O, 0000.0000,003685,200,OPTIC ATROPHY 2,2000
Apo-Flecainide,P, 0000.0000,003636,200,Hereditary vertical nystagmus,2000
Auro-Citalopram,P, 0000.0000,011979,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis,2000
Regular Strength Tylenol Sinus Daytime,O, 0000.0000,004569,200,Hemangiomatosis  Disseminated,2000
Extra Strength Tylenol Flu Daytime,O, 0000.0000,004569,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
La Mer The Treatment Creme Foundation Spf 15,O, 0000.0000,000000,200,Adrenal Hyperplasia  Congenital,2000
Sunblock 45 Spf/Fps,O, 0000.0000,005274,200,Adrenoleukodystrophy,2000
Sunblock Oil Free Spf/Fps 30,O, 0000.0000,005274,200,Leukostasis,2000
Contac Cold Chest Congestion,O, 0000.0000,011902,200,Double Nail for Fifth Toe,2000
Teva-Olanzapine,P, 0000.0000,014318,200,HYPERGLYCINURIA,2000
Chlor-Tripolon Day And Night,O, 0000.0000,007016,200,Cardiomyopathy  Dilated  1C,2000
Vesicare,P, 0000.0000,012204,200,Epilepsy  Generalized,2000
Ratio-Trazodone,P, 0000.0000,014318,200,Chylothorax  congenital,2000
Critic-Aid Clear,O, 0000.0000,013677,200,Equine Infectious Anemia,2000
Pms-Famciclovir,P, 0000.0000,003550,200,Beta-Ureidopropionase Deficiency,2000
Provon Medicated Foam Handwash With Advanced Moisturizers,O, 0000.0000,004264,200,C1q DEFICIENCY,2000
Duotrav Pq,P, 0000.0000,007277,200,Cerebral palsy  spastic  diplegic,2000
Mylan-Azithromycin,P, 0000.0000,013930,200,Pseudotrisomy 13 syndrome,2000
Dom-Risperidone,P, 0000.0000,004065,200,Hand Injuries,2000
Dom-Azithromycin,P, 0000.0000,004065,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Ratio-Ondansetron,P, 0000.0000,010402,200,Double Nail for Fifth Toe,2000
Pms-Venlafaxine Xr,P, 0000.0000,003550,200,Hyperexplexia hereditary,2000
Phl-Ondansetron,P, 0000.0000,004917,200,Chondrodysplasia  blomstrand type,2000
Sandoz Famciclovir,P, 0000.0000,012027,200,Deafness  Autosomal Recessive 68,2000
Mylan-Domperidone,P, 0000.0000,013930,200,Megalencephaly with Dysmyelination,2000
Midodrine,P, 0000.0000,014412,200,Metabolic Syndrome,2000
Neocitran Thin Strips Daytime Cough And Cold,O, 0000.0000,007366,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Gen-Glimepiride 1mg Tablet,P, 0000.0000,004269,200,Esophageal Spasm  Diffuse,2000
Apo-Raloxifene,P, 0000.0000,003636,200,Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly,2000
Invirase,P, 0000.0000,004328,200,Bluetongue,2000
Pms-Dexamethasone,P, 0000.0000,003550,200,Neoplasm Micrometastasis,2000
Revatio,P, 0000.0000,004908,200,Prostate Cancer  Hereditary  6,2000
Cold + Flu Super Strength,O, 0000.0000,003550,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Resultz,O, 0000.0000,011199,200,Dysfibrinogenemia  Congenital,2000
Apo-Topiramate,P, 0000.0000,003636,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Actonel Plus Calcium,P, 0000.0000,014339,200,Cleft palate X-linked,2000
Sandoz Risperidone,P, 0000.0000,012027,200,PREIMPLANTATION EMBRYONIC LETHALITY 1,2000
Teva-Mirtazapine Od,P, 0000.0000,014318,200,Pemphigoid Gestationis,2000
No More Bumps,O, 0000.0000,004066,200,Cardiac Lipidosis  Familial,2000
Gd-Amlodipine,P, 0000.0000,012463,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,2000
24 Hour Allergy Remedy,O, 0000.0000,008541,200,Cardiac Lipidosis  Familial,2000
Asatab 80 Mg Chewable Tablets,O, 0000.0000,004835,200,Laryngeal Edema,2000
Teva-Betahistine,P, 0000.0000,014318,200,Mental Retardation  X-Linked 79,2000
Sandoz Felodipine,P, 0000.0000,012027,200,MACULAR DEGENERATION  X-LINKED ATROPHIC,2000
Apo-Risperidone,P, 0000.0000,003636,200,Inappropriate ADH Syndrome,2000
Pms-Cilazapril,P, 0000.0000,003550,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Teva-Lansoprazole,P, 0000.0000,014318,200,Chronic recurrent multifocal osteomyelitis,2000
Silver Bullet Suppository,O, 0000.0000,009380,200,Nablus mask-like facial syndrome,2000
Apo-Ranitidine,P, 0000.0000,003636,200,Inflammatory Bowel Disease 8,2000
Ran-Risperidone,P, 0000.0000,011271,200,Carnevale Hernandez Castillo syndrome,2000
Phl-Anagrelide,P, 0000.0000,004917,200,Bladder Exstrophy and Epispadias Complex,2000
Aspen Hand Soap Antibacterial,O, 0000.0000,005477,200,Heart Aneurysm,2000
Act Fluconazole,P, 0000.0000,015772,200,Autolysis,2000
Dom-Ursodiol C,P, 0000.0000,004065,200,Amaurosis hypertrichosis,2000
Teva-Tamsulosin,P, 0000.0000,014318,200,MICROCEPHALY  POSTNATAL PROGRESSIVE  WITH SEIZURES AND BRAIN ATROPHY,2000
Dom-Mirtazapine,P, 0000.0000,004065,200,Leukostasis,2000
Apo-Olanzapine,P, 0000.0000,003636,200,Lujan Fryns syndrome,2000
Phl-Famciclovir,P, 0000.0000,004917,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Baraclude,P, 0011.8800,003798,200,Hyperhidrosis,2000
Mylan-Risperidone,P, 0000.0000,013930,200,Leiomyoma,2000
Atenolol 100 Mg Tablet,P, 0000.0000,004269,200,Iatrogenic Disease,2000
Co Fosinopril 10 Mg Tablet,P, 0000.0000,010028,200,Hyperexplexia hereditary,2000
Act Risperidone,P, 0000.0000,015772,200,Oculoauricular Syndrome,2000
Paroxetine,P, 0000.0000,014236,200,BERNARD-SOULIER SYNDROME  TYPE A2  AUTOSOMAL DOMINANT,2000
Altace Hct,P, 0000.1742,011902,200,Muscular Dystrophy  Duchenne,2000
Jamp-Docusate Calcium,O, 0000.0000,004415,200,Osteolysis  Essential,2000
Somatuline Autogel,P, 0000.0000,009906,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  2,2000
Riva-Risperidone,P, 0000.0000,005034,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Pms-Asa,O, 0000.0000,003550,200,Cleft palate X-linked,2000
Praxis Asa Ec 81 Mg Daily Low Dose,O, 0000.0000,003550,200,Familial antiphospholipid syndrome,2000
Mylan-Cilazapril,P, 0000.0000,013930,200,Alport syndrome  dominant type,2000
Fludarabine Phosphate For Injection,P, 0000.0000,014318,200,Hearing Disorders,2000
Novo-Ramipril,P, 0000.0000,014318,200,Absent radii and thrombocytopenia,2000
Sandoz Leflunomide,P, 0000.0000,012027,200,Elejalde Disease,2000
Pms-Alendronate-Fc,P, 0000.0000,003550,200,Alternating hemiplegia of childhood,2000
Pms-Amlodipine,P, 0000.0000,003550,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,2000
Nexavar,P, 0000.0000,010774,200,Granddad Syndrome,2000
Teva-Quetiapine,P, 0000.0000,014318,200,Deafness  Autosomal Recessive 68,2000
Apo-Oxcarbazepine,P, 0000.0000,003636,200,Pseudoarthrogryposis,2000
Sandoz Amlodipine,P, 0000.0000,012027,200,Charcot-Marie-Tooth disease  Type 2B2,2000
Ran-Pravastatin,P, 0000.0000,011271,200,Otosclerosis 7,2000
Pms-Asa Ec,O, 0000.0000,003550,200,Frias syndrome,2000
Azilect,P, 0000.0000,006672,200,Rozin Hertz Goodman syndrome,2000
Apo-Levofloxacin,P, 0000.0000,003636,200,CHARCOT-MARIE-TOOTH DISEASE  AXONAL  TYPE 2Z,2000
Simvastatin,P, 0000.0000,014236,200,Loose Anagen Hair Syndrome,2000
Sertraline,P, 0000.0000,014236,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,2000
Risperidone 0.5 Mg Tablet,P, 0000.0000,004269,200,DEAFNESS  AUTOSOMAL DOMINANT 50,2000
Apo-Cilazapril/Hctz,P, 0000.0000,003636,200,Chronic Kidney Disease-Mineral and Bone Disorder,2000
Ddavp Melt,P, 0000.3567,004174,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  24,2000
Teva-Lisinopril (Type P),P, 0000.0000,014318,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,2000
Teva-Lisinopril (Type Z),P, 0000.0000,014318,200,Cataract  Congenital  Cerulean Type  3,2000
Apo-Metoprolol Sr,P, 0000.0000,003636,200,Chondrodysplasia  blomstrand type,2000
Co Cilazapril,P, 0000.0000,010028,200,Microcephaly nonsyndromal,2000
Apo-Modafinil,P, 0000.0000,003636,200,Ectopia Lentis  Spontaneous Filtering Blebs  and Craniofacial Dysmorphism,2000
Teva-Pantoprazole,P, 0000.0000,014318,200,Meacham Winn Culler syndrome,2000
Norlevo,O, 0007.7400,010469,200,Potter Type III Polycystic Kidney Disease,2000
Alvesco,P, 0000.0000,009307,200,Hereditary vertical nystagmus,2000
Ran-Citalo,P, 0000.0000,011271,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Ratio-Bupropion Sr,P, 0000.0000,014318,200,Deafness  Autosomal Dominant 47,2000
Euro-Folic 5mg,P, 0000.0000,012027,200,Deafness  Autosomal Recessive 68,2000
Gd-Gabapentin,P, 0000.0000,012463,200,Neuropathy ataxia and retinitis pigmentosa,2000
Apo-Levetiracetam,P, 0000.0000,003636,200,Marfan Syndrome type 2,2000
Teva-Acyclovir,P, 0000.0000,014318,200,Corneal Endothelial Cell Loss,2000
Fluoxetine,P, 0000.0000,014236,200,Deafness  Autosomal Dominant 48,2000
Fenofibrate Micro,P, 0000.0000,014236,200,Hypercapnia,2000
Acebutolol,P, 0000.0000,014236,200,Frailty,2000
Mitoxantrone Injection,P, 0000.0000,016555,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Sumatriptan,P, 0000.0000,014236,200,Dystonia 16,2000
Acyclovir,P, 0000.0000,014236,200,CHARCOT-MARIE-TOOTH DISEASE  AXONAL  TYPE 2Z,2000
Apo-Mirtazapine,P, 0000.0000,003636,200,Amaurosis hypertrichosis,2000
Arthritis Pain Extended Relief,O, 0000.0000,008541,200,Aase Smith syndrome 2,2000
Teva-Sumatriptan Df,P, 0000.0000,014318,200,GNATHODIAPHYSEAL DYSPLASIA,2000
Dom-Levofloxacin,P, 0000.0000,004065,200,MICROPHTHALMIA  ISOLATED 6,2000
Baclofen,P, 0000.0000,014236,200,Mental Retardation  X-Linked 59,2000
Cyclobenzaprine,P, 0000.0000,014236,200,GLAUCOMA 3  PRIMARY CONGENITAL  C,2000
Fosrenol,P, 0000.0000,009504,200,Navajo neurohepatopathy,2000
Minocycline,P, 0000.0000,014236,200,Choroid plexus calcification with mental retardation,2000
Dermoplast Poison Ivy Treatment,O, 0000.0000,007165,200,Inflammatory Bowel Disease 8,2000
Act Sertraline,P, 0000.0000,015772,200,Lymphangiosarcoma,2000
Exjade,P, 0005.8591,007277,200,Hamano Tsukamoto syndrome,2000
Gojo Premium Foam Antibacterial Handwash,O, 0000.0000,004264,200,Osteosarcoma,2000
Teva-Desmopressin,P, 0000.0000,014318,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT,2000
Act Topiramate,P, 0000.0000,015772,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Caribbean Breeze Burn Relief,O, 0000.0000,005703,200,Meacham Winn Culler syndrome,2000
Sandoz Fenofibrate S,P, 0000.0000,012027,200,Chromosome 18 Pericentric Inversion,2000
Sandoz Alendronate,P, 0000.0000,012027,200,Absent radii and thrombocytopenia,2000
Pms-Leflunomide,P, 0000.0000,003550,200,Bronchomalacia,2000
Gd-Atorvastatin,P, 0000.0000,012463,200,Ephemeral Fever,2000
Ratio-Pramipexole 0.5 Mg Ta,P, 0000.0000,010402,200,Hyperexplexia hereditary,2000
Teva-Celecoxib,P, 0000.0000,014318,200,Rectocele,2000
Teva-Fenofibrate-S,P, 0000.0000,014318,200,FEBRILE SEIZURES  FAMILIAL  11,2000
Buckley'S Cough Chest Congestion,O, 0000.0000,011545,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12,2000
Sandoz Lisinopril,P, 0000.0000,012027,200,Cardiomyopathy  Dilated  1C,2000
Total Cold And Flu Extra Strength,O, 0000.0000,009202,200,Chorea,2000
Ceftriaxone For Injection,P, 0000.0000,016555,200,Equine Infectious Anemia,2000
Cold + Flu Nighttime,O, 0000.0000,013080,200,Nystagmus  Congenital,2000
Pms-Pramipexole,P, 0000.0000,003550,200,Pulmonary Eosinophilia,2000
Allergy Eye Drops,O, 0000.0000,014318,200,Cerebral Small Vessel Diseases,2000
Acetaminophen Headache Ultra Relief,O, 0000.0000,003636,200,Otorhinolaryngologic Diseases,2000
Gd-Quinapril,P, 0000.0000,012463,200,Lymphoid System Deterioration  Progressive,2000
Apo-Diltiaz Tz,P, 0000.0000,003636,200,Brugada Syndrome 8,2000
Oro Clear,P, 0000.0000,004231,200,Conjunctivitis  Viral,2000
Apo-Cilazapril,P, 0000.0000,003636,200,Orofaciodigital syndrome type1,2000
Champix,P, 0000.0000,004908,200,Ovarian Cysts,2000
Jamp-Senna S,O, 0000.0000,004415,200,Pseudotrisomy 13 syndrome,2000
Sandoz Ramipril,P, 0000.0000,012027,200,Radiation Injuries,2000
Cleansing Body Lotion,O, 0000.0000,011587,200,Cerebral Small Vessel Diseases,2000
Ondansetron 2 Mg/Ml Vial,P, 0000.0000,003636,200,PREIMPLANTATION EMBRYONIC LETHALITY 1,2000
Pms-Risperidone Odt,P, 0000.0000,003550,200,Neoplasm Micrometastasis,2000
Imodium Calming Liquid,O, 0000.0000,004569,200,Pulmonary Eosinophilia,2000
Act Enalapril,P, 0000.0000,014318,200,Choroid plexus calcification with mental retardation,2000
Bicillin L-A,P, 0000.0000,004908,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Gd-Celecoxib,P, 0000.0000,012463,200,Mastoiditis,2000
Apo-Famciclovir,P, 0000.0000,003636,200,Acute Disease,2000
Duodopa,P, 0000.0000,015353,200,Equine Infectious Anemia,2000
Pms-Lisinopril,P, 0000.0000,003550,200,Hyper-IgM Immunodeficiency Syndrome  Type 1,2000
Ceftriaxone For Injection Usp,P, 0000.0000,012027,200,Epilepsy  Generalized,2000
Multi-Symptom Pms Relief,O, 0000.0000,011656,200,Fused Kidney,2000
Apo-Pantoprazole,P, 0000.0000,003636,200,Foreign Bodies,2000
Apo-Galantamine,P, 0000.0000,003636,200,Rectocele,2000
Sprycel,P, 0000.0000,003798,200,Naegeli syndrome,2000
