Blue diaper syndrome,MESH:C536239,,,MESH:D000592|MESH:D005124|MESH:D006934|MESH:D007674,C11.250/C536239|C12.777.419/C536239|C13.351.968.419/C536239|C16.131.384/C536239|C16.320.565.100/C536239|C18.452.174.451/C536239|C18.452.648.100/C536239|C18.452.950.340/C536239,C11.250|C12.777.419|C13.351.968.419|C16.131.384|C16.320.565.100|C18.452.174.451|C18.452.648.100|C18.452.950.340,"Hypercalcemia, familial, with nephrocalcinosis and indicanuria",Congenital abnormality|Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
Corneal Endothelial Cell Loss,MESH:D055954,,"Loss of CORNEAL ENDOTHELIUM usually following intraocular surgery (e.g., cataract surgery) or due to FUCHS' ENDOTHELIAL DYSTROPHY; ANGLE-CLOSURE GLAUCOMA; IRITIS; or aging.",MESH:D003316|MESH:D011183,C11.204.278|C23.550.767.093,C11.204|C23.550.767,"Corneal Endothelial Cell Damage|Endothelial Cell Loss, Corneal",Eye disease|Pathology (process)
"GLAUCOMA 3, PRIMARY CONGENITAL, C",OMIM:613085,DO:DOID:0050593,,MESH:D005901,C11.525.381/613085,C11.525.381,GLC3C,Eye disease
Microcephaly nonsyndromal,MESH:C537542,,,MESH:D008831,C05.660.207.620/C537542|C10.500.507.400.500/C537542|C16.131.621.207.620/C537542|C16.131.666.507.400.500/C537542,C05.660.207.620|C10.500.507.400.500|C16.131.621.207.620|C16.131.666.507.400.500,Nonsyndromal microcephaly|Nonsyndromic microcephaly,Congenital abnormality|Musculoskeletal disease|Nervous system disease
Hypertrichosis congenital generalized X-linked,MESH:C538388,OMIM:307150,,MESH:D006983|MESH:D040181,C16.320.322/C538388|C17.800.329.875/C538388,C16.320.322|C17.800.329.875,"CGH|CHROMOSOME Xq27.1 INTERCHROMOSOMAL INSERTION SYNDROME|HCG|HTC2|Hypertrichosis, Congenital Generalized|Macias-Flores Garcia-Cruz Rivera syndrome",Genetic disease (inborn)|Skin disease
"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52",OMIM:617350,,,MESH:D013036,C10.228.140.490.375.760/617350|C10.228.140.490.493.875/617350,C10.228.140.490.375.760|C10.228.140.490.493.875,EIEE52,Nervous system disease
Brain Diseases,MESH:D001927,DO:DOID:936,"Pathologic conditions affecting the BRAIN, which is composed of the intracranial components of the CENTRAL NERVOUS SYSTEM. This includes (but is not limited to) the CEREBRAL CORTEX; intracranial white matter; BASAL GANGLIA; THALAMUS; HYPOTHALAMUS; BRAIN STEM; and CEREBELLUM.",MESH:D002493,C10.228.140,C10.228,"Brain Disease|Brain Disorder|Brain Disorders|Central Nervous System Disorders, Intracranial|Central Nervous System Intracranial Disorders|CNS Disorder, Intracranial|CNS Disorders, Intracranial|Encephalon Disease|Encephalon Diseases|Encephalopathies|Encephalopathy|Intracranial Central Nervous System Disorders|Intracranial CNS Disorder|Intracranial CNS Disorders",Nervous system disease
"Chromosome 1q, duplication 1q12 q21",MESH:C538312,,,MESH:D014314,C23.550.210.050.750/C538312|C23.550.210.182.500/C538312,C23.550.210.050.750|C23.550.210.182.500,Duplication 1q12 q21,Pathology (process)
Acheiropodia,MESH:C536014,OMIM:200500,,MESH:D005532|MESH:D006228,C05.330.495/C536014|C05.390.408/C536014|C05.660.585.512.380/C536014|C05.660.585.988.425/C536014|C16.131.621.585.512.500/C536014|C16.131.621.585.988.500/C536014,C05.330.495|C05.390.408|C05.660.585.512.380|C05.660.585.988.425|C16.131.621.585.512.500|C16.131.621.585.988.500,"ACHEIROPODIA|Acheiropody|Acheiropody, Brazilian type|ACHP|Brazilian type acheiropody",Congenital abnormality|Musculoskeletal disease
"Milia, Multiple Eruptive",MESH:C562823,,,MESH:D007642,C17.800.428/C562823,C17.800.428,Multiple eruptive milia,Skin disease
"Hemangioendothelioma, Epithelioid",MESH:D018323,,"A tumor of medium-to-large veins, composed of plump-to-spindled endothelial cells that bulge into vascular spaces in a tombstone-like fashion. These tumors are thought to have 'borderline' aggression, where one-third develop local recurrences, but only rarely metastasize. It is unclear whether the epithelioid hemangioendothelioma is truly neoplastic or an exuberant tissue reaction, nor is it clear if this is equivalent to Kimura's disease (see ANGIOLYMPHOID HYPERPLASIA WITH EOSINOPHILIA). (Segen, Dictionary of Modern Medicine, 1992)",MESH:D006390,C04.557.645.375.370.380,C04.557.645.375.370,"Epithelioid Hemangioendothelioma|Epithelioid Hemangioendotheliomas|Hemangioendotheliomas, Epithelioid",Cancer
OPTIC ATROPHY 2,OMIM:311050,DO:DOID:5723,,MESH:D015418,C10.292.700.225.500/311050|C10.574.500.662/311050|C11.270.564/311050|C11.640.451.451/311050|C16.320.290.564/311050|C16.320.400.630/311050,C10.292.700.225.500|C10.574.500.662|C11.270.564|C11.640.451.451|C16.320.290.564|C16.320.400.630,"OPA2|OPTIC ATROPHY, NON-LEBER TYPE, WITH EARLY ONSET|OPTIC ATROPHY, X-LINKED",Eye disease|Genetic disease (inborn)|Nervous system disease
Acanthamoeba Keratitis,MESH:D015823,,Infection of the cornea by an ameboid protozoan which may cause corneal ulceration leading to blindness.,MESH:D000562|MESH:D007634|MESH:D015822,C03.300.125|C03.752.049.203|C11.204.564.112|C11.294.725.125,C03.300|C03.752.049|C11.204.564|C11.294.725,"Acanthamoeba Keratitides|Keratitides, Acanthamoeba|Keratitis, Acanthamoeba",Eye disease|Parasitic disease
"GLAUCOMA 3, PRIMARY CONGENITAL, E",OMIM:617272,,,MESH:D005901,C11.525.381/617272,C11.525.381,GLC3E,Eye disease
"MICROPHTHALMIA, ISOLATED 6",OMIM:613517,DO:DOID:0060835,,MESH:D008850,C11.250.566/613517|C16.131.384.666/613517,C11.250.566|C16.131.384.666,"MCOP6|MICROPHTHALMIA, POSTERIOR NONSYNDROMIC",Congenital abnormality|Eye disease
Cakut,MESH:C566906,,,MESH:D014564|MESH:D014718,C12.706/C566906|C12.777.829.920/C566906|C13.351.875/C566906|C13.351.968.829.920/C566906|C16.131.939/C566906,C12.706|C12.777.829.920|C13.351.875|C13.351.968.829.920|C16.131.939,Congenital Anomalies Of Kidney And Urinary Tract,Congenital abnormality|Urogenital disease (female)|Urogenital disease (male)
"OSTEOGENESIS IMPERFECTA, TYPE XI",OMIM:610968,DO:DOID:0110351,,MESH:D010013,C05.116.099.708.685/610968|C16.320.737/610968|C17.300.200.540/610968,C05.116.099.708.685|C16.320.737|C17.300.200.540,"OI11|OI, TYPE XI",Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease
"Encephalitis, Tick-Borne",MESH:D004675,DO:DOID:0050175,"Encephalitis caused by neurotropic viruses that are transmitted via the bite of TICKS. In Europe, the diseases are caused by ENCEPHALITIS VIRUSES, TICK-BORNE, which give rise to Russian spring-summer encephalitis, central European encephalitis, louping ill encephalitis, and related disorders. Powassan encephalitis occurs in North America and Russia and is caused by the Powassan virus. ASEPTIC MENINGITIS and rarely encephalitis may complicate COLORADO TICK FEVER which is endemic to mountainous regions of the western United States. (From Joynt, Clinical Neurology, 1996, Ch26, pp14-5)",MESH:D004671|MESH:D017282|MESH:D018177,C02.081.343.360|C02.081.885.400|C02.182.525.300.350|C02.290.310.530|C02.782.310.360|C02.782.350.250.500|C10.228.140.430.520.750.300.775|C10.228.228.245.340.300.775|C10.228.228.399.750.300.775,C02.081.343|C02.081.885|C02.182.525.300|C02.290.310|C02.782.310|C02.782.350.250|C10.228.140.430.520.750.300|C10.228.228.245.340.300|C10.228.228.399.750.300,"Central European Encephalitis|Encephalitides, European Tick-Borne|Encephalitides, Louping Ill|Encephalitides, Powassan|Encephalitides, Tick-Borne|Encephalitis, Central European|Encephalitis, European Tick Borne|Encephalitis, European Tick-Borne|Encephalitis, Far Eastern Russian|Encephalitis, Louping Ill|Encephalitis, Powassan|Encephalitis, Russian Spring Summer|Encephalitis, Russian Spring-Summer|Encephalitis, Tick Borne|European Tick-Borne Encephalitides|European Tick Borne Encephalitis|European Tick-Borne Encephalitis|Far Eastern Russian Encephalitis|Louping Ill Encephalitides|Louping Ill Encephalitis|Powassan Encephalitides|Powassan Encephalitis|Russian Spring Summer Encephalitis|Russian Spring-Summer Encephalitis|Spring-Summer Encephalitis, Russian|Tick-Borne Encephalitides|Tick-Borne Encephalitides, European|Tick Borne Encephalitis|Tick-Borne Encephalitis|Tick-Borne Encephalitis, European",Nervous system disease|Viral disease
Chronic recurrent multifocal osteomyelitis,MESH:C535456,OMIM:259680,,MESH:D010019,C01.539.160.495/C535456|C05.116.165.495/C535456,C01.539.160.495|C05.116.165.495,"Chronic multifocal osteomyelitis|CMO|CRMO|Multifocal osteomyelitis, chronic|Osteomyelitis, Chronic Multifocal",Bacterial infection or mycosis|Musculoskeletal disease
"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease",MESH:C566573,,,MESH:D002780|MESH:D009395,C06.130.120.135.250/C566573|C06.552.150/C566573|C12.777.419.570.643/C566573|C13.351.968.419.570.643/C566573,C06.130.120.135.250|C06.552.150|C12.777.419.570.643|C13.351.968.419.570.643,,Digestive system disease|Urogenital disease (female)|Urogenital disease (male)
Double Nail for Fifth Toe,MESH:C565090,,,MESH:D009260|MESH:D009264,C17.800.529/C565090|C23.300.820/C565090,C17.800.529|C23.300.820,,Pathology (anatomical condition)|Skin disease
Alternating hemiplegia of childhood,MESH:C536589,OMIM:104290|OMIM:614820,,MESH:D006429,C10.597.622.295/C536589|C23.888.592.636.312/C536589,C10.597.622.295|C23.888.592.636.312,AHC1|AHC2|Alternating hemiplegia|ALTERNATING HEMIPLEGIA OF CHILDHOOD 1|ALTERNATING HEMIPLEGIA OF CHILDHOOD 2|Alternating hemiplegia syndrome,Nervous system disease|Signs and symptoms
Rozin Hertz Goodman syndrome,MESH:C535876,,,MESH:D000015|MESH:D003286|MESH:D005124|MESH:D006228|MESH:D019465,C05.390.408/C535876|C05.550.323/C535876|C05.651.197/C535876|C05.660.207/C535876|C05.660.585.988.425/C535876|C11.250/C535876|C16.131.077/C535876|C16.131.384/C535876|C16.131.621.207/C535876|C16.131.621.585.988.500/C535876,C05.390.408|C05.550.323|C05.651.197|C05.660.207|C05.660.585.988.425|C11.250|C16.131.077|C16.131.384|C16.131.621.207|C16.131.621.585.988.500,"Camptodactyly, joint contractures, facial skeletal defects|Camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye",Congenital abnormality|Eye disease|Musculoskeletal disease
Holoprosencephaly 6,MESH:C565274,OMIM:605934,,MESH:D016142,C05.660.207.410/C565274|C10.500.034.875/C565274|C16.131.077.410/C565274|C16.131.260.380/C565274|C16.131.621.207.410/C565274|C16.131.666.034.875/C565274|C16.320.180.380/C565274,C05.660.207.410|C10.500.034.875|C16.131.077.410|C16.131.260.380|C16.131.621.207.410|C16.131.666.034.875|C16.320.180.380,HPE6,Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
Foreign Bodies,MESH:D005547,,Inanimate objects that become enclosed in the body.,MESH:D014947,C26.392,C26,"Bodies, Foreign|Body, Foreign|Foreign Body|Foreign Object|Foreign Objects|Gossypiboma|Gossypibomas|Object, Foreign|Objects, Foreign|Retained Surgical Instrument|Retained Surgical Instruments|Retained Surgical Item|Retained Surgical Items|Retained Surgical Needle|Retained Surgical Needles|Retained Surgical Sponge|Retained Surgical Sponges|Retained Surgical Tool|Retained Surgical Tools|Surgical Instrument, Retained|Surgical Instruments, Retained|Surgical Item, Retained|Surgical Items, Retained|Surgical Needle, Retained|Surgical Needles, Retained|Surgical Sponge, Retained|Surgical Sponges, Retained|Surgical Tool, Retained|Surgical Tools, Retained|Textiloma|Textilomas",Wounds and injuries
Carnevale Hernandez Castillo syndrome,MESH:C535585,,,MESH:D006228,C05.390.408/C535585|C05.660.585.988.425/C535585|C16.131.621.585.988.500/C535585,C05.390.408|C05.660.585.988.425|C16.131.621.585.988.500,Triphalyngeal thumbs and brachyectrodactyly,Congenital abnormality|Musculoskeletal disease
Diastasis Recti And Weakness Of The Linea Alba,MESH:C567402,,,MESH:D011535,C16.131.077.745/C567402,C16.131.077.745,,Congenital abnormality
Colonic Pseudo-Obstruction,MESH:D003112,DO:DOID:3876,"Functional obstruction of the COLON leading to MEGACOLON in the absence of obvious COLONIC DISEASES or mechanical obstruction. When this condition is acquired, acute, and coexisting with another medical condition (trauma, surgery, serious injuries or illness, or medication), it is called Ogilvie's syndrome.",MESH:D003109|MESH:D007418,C06.405.469.158.272.217|C06.405.469.531.492.500.217,C06.405.469.158.272|C06.405.469.531.492.500,"Colonic Pseudoobstruction|Colonic Pseudo Obstruction|Ogilvie Disease|Ogilvie's Syndrome|Ogilvie Syndrome|Pseudoobstruction, Colonic|Pseudo-Obstruction, Colonic|Syndrome, Ogilvie",Digestive system disease
Mastoiditis,MESH:D008417,DO:DOID:0060322,Inflammation of the honeycomb-like MASTOID BONE in the skull just behind the ear. It is usually a complication of OTITIS MEDIA.,MESH:D010019|MESH:D010033,C01.539.160.495.500|C05.116.165.495.249|C09.218.705.663.652,C01.539.160.495|C05.116.165.495|C09.218.705.663,Mastoiditides,Bacterial infection or mycosis|Ear-nose-throat disease|Musculoskeletal disease
Radius absent anogenital anomalies,MESH:C535281,,,MESH:D001848|MESH:D006849|MESH:D007021|MESH:D040181,C05.116.099/C535281|C10.228.140.602/C535281|C12.294.494.400/C535281|C12.706.516/C535281|C13.351.875.466/C535281|C16.131.939.516/C535281|C16.320.322/C535281,C05.116.099|C10.228.140.602|C12.294.494.400|C12.706.516|C13.351.875.466|C16.131.939.516|C16.320.322,"Radial Aplasia And Anogenital Anomalies|Radial aplasia, X-linked",Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)
Deafness hyperuricemia neurologic ataxia,MESH:C535995,,,MESH:D001259|MESH:D003638|MESH:D008661,C09.218.458.341.186/C535995|C10.597.350.090/C535995|C10.597.751.418.341.186/C535995|C16.320.565/C535995|C18.452.648/C535995|C23.888.592.350.090/C535995|C23.888.592.763.393.341.186/C535995,C09.218.458.341.186|C10.597.350.090|C10.597.751.418.341.186|C16.320.565|C18.452.648|C23.888.592.350.090|C23.888.592.763.393.341.186,,Ear-nose-throat disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms
Hypercapnia,MESH:D006935,,A clinical manifestation of abnormal increase in the amount of carbon dioxide in arterial blood.,MESH:D012818,C23.888.852.544,C23.888.852,,Signs and symptoms
Cataract congenital Volkmann type,MESH:C538285,OMIM:115665,,MESH:D002386,C11.510.245/C538285,C11.510.245,"CATARACT 8, MULTIPLE TYPES|Cataract, Congenital, Volkmann Type|CCV|CTRCT8",Eye disease
Orofaciodigital syndrome type1,MESH:C537134,OMIM:311200,,MESH:D009958,C05.116.099.370.652/C537134|C05.660.207.700/C537134|C16.131.077.676/C537134|C16.131.260.830.670/C537134|C16.131.621.207.700/C537134|C16.320.180.830.670/C537134|C16.320.714/C537134,C05.116.099.370.652|C05.660.207.700|C16.131.077.676|C16.131.260.830.670|C16.131.621.207.700|C16.320.180.830.670|C16.320.714,"OFD1|OFDS I|Oral-facial-digital syndrome, type 1|ORAL-FACIAL-DIGITAL SYNDROME, TYPE I|OROFACIODIGITAL SYNDROME I|PAPILLON-LEAGE AND PSAUME SYNDROME|Papillon-League-Psaume syndrome",Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease
Chromosome 8 ring,MESH:C537824,,,MESH:D012303,C23.550.210.760/C537824,C23.550.210.760,Ring chromosome 8,Pathology (process)
Addison Disease,MESH:D000224,DO:DOID:13774,"An adrenal disease characterized by the progressive destruction of the ADRENAL CORTEX, resulting in insufficient production of ALDOSTERONE and HYDROCORTISONE. Clinical symptoms include ANOREXIA; NAUSEA; WEIGHT LOSS; MUSCLE WEAKNESS; and HYPERPIGMENTATION of the SKIN due to increase in circulating levels of ACTH precursor hormone which stimulates MELANOCYTES.",MESH:D000309|MESH:D001327,C19.053.500.263|C20.111.163,C19.053.500|C20.111,"Addison's Disease|Addisons Disease|Adrenal Insufficiency, Primary|Adrenocortical Insufficiencies, Primary|Adrenocortical Insufficiency, Primary|Disease, Addison|Hypoadrenalism, Primary|Hypoadrenalisms, Primary|Insufficiencies, Primary Adrenocortical|Insufficiency, Primary Adrenocortical|Primary Adrenal Insufficiency|Primary Adrenocortical Insufficiencies|Primary Adrenocortical Insufficiency|Primary Hypoadrenalism",Endocrine system disease|Immune system disease
Discrete Subaortic Stenosis,MESH:D021922,DO:DOID:5804,"A type of constriction that is caused by the presence of a fibrous ring (discrete type) below the AORTIC VALVE, anywhere between the aortic valve and the MITRAL VALVE. It is characterized by restricted outflow from the LEFT VENTRICLE into the AORTA.",MESH:D001020,C14.280.484.150.070.210|C14.280.955.249.070.210,C14.280.484.150.070|C14.280.955.249.070,"Discrete Subaortic Stenoses|Stenoses, Discrete Subaortic|Stenosis, Discrete Subaortic|Subaortic Stenoses, Discrete|Subaortic Stenosis, Discrete",Cardiovascular disease
"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3",OMIM:612624,,,MESH:D003925,C14.907.320/612624|C19.246.099.500/612624,C14.907.320|C19.246.099.500,"END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO|MVCD3|NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO",Cardiovascular disease|Endocrine system disease
Atelosteogenesis type 2,MESH:C535395,OMIM:256050,,MESH:D010009,C05.116.099.708/C535395|C16.320.728/C535395,C05.116.099.708|C16.320.728,"AO2|AOII|Atelosteogenesis De La Chapelle Type|Atelosteogenesis, Type 2|Atelosteogenesis, Type II|De La Chapelle Dysplasia|DLCD, INCLUDED|McAlister Dysplasia|Neonatal osseous dysplasia 1|Neonatal Osseous Dysplasia I|NEONATAL OSSEOUS DYSPLASIA I  DE LA CHAPELLE DYSPLASIA, INCLUDED",Genetic disease (inborn)|Musculoskeletal disease
Drachtman Weinblatt Sitarz syndrome,MESH:C535603,,,MESH:D001855|MESH:D009421,C10.500/C535603|C15.378.190/C535603|C16.131.666/C535603,C10.500|C15.378.190|C16.131.666,Marrow hypoplasia associated with congenital neurologic anomalies,Blood disease|Congenital abnormality|Nervous system disease
"Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant",MESH:C563392,,,MESH:D001072|MESH:D008607|MESH:D019305,C10.228.140.490.360.280/C563392|C10.228.140.490.493.250/C563392|C10.597.606.643/C563392|C10.597.606.881.350/C563392|C23.888.592.604.646/C563392|C23.888.592.604.882.350/C563392|F03.625.539/C563392,C10.228.140.490.360.280|C10.228.140.490.493.250|C10.597.606.643|C10.597.606.881.350|C23.888.592.604.646|C23.888.592.604.882.350|F03.625.539,ADRESD|RESDAD,Mental disorder|Nervous system disease|Signs and symptoms
Deafness conductive ptosis skeletal anomalies,MESH:C535993,,,MESH:D001763|MESH:D001848|MESH:D006314,C05.116.099/C535993|C09.218.458.341.562/C535993|C10.597.751.418.341.562/C535993|C11.338.204/C535993|C23.888.592.763.393.341.562/C535993,C05.116.099|C09.218.458.341.562|C10.597.751.418.341.562|C11.338.204|C23.888.592.763.393.341.562,"Deafness, Conductive, with Ptosis and Skeletal Anomalies|Jackson Barr syndrome",Ear-nose-throat disease|Eye disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms
"Purpura, Thrombocytopenic",MESH:D011696,,Any form of purpura in which the PLATELET COUNT is decreased. Many forms are thought to be caused by immunological mechanisms.,MESH:D007154|MESH:D011693|MESH:D057049,C15.378.100.802.687|C15.378.140.855.925.750|C20.841|C23.550.414.950.687|C23.888.885.687.687,C15.378.100.802|C15.378.140.855.925|C20|C23.550.414.950|C23.888.885.687,"Purpuras, Thrombocytopenic|Purpuras, Thrombopenic|Purpura, Thrombopenic|Thrombocytopenic Purpura|Thrombocytopenic Purpuras|Thrombopenic Purpura|Thrombopenic Purpuras",Blood disease|Immune system disease|Pathology (process)|Signs and symptoms
C9 Deficiency,MESH:C565165,OMIM:613825,,MESH:D007153,C20.673/C565165,C20.673,C9D|C9 DEFICIENCY|Complement Component 9 Deficiency,Immune system disease
"Epiphyseal Dysplasia, Baumann Type",MESH:C563664,,,MESH:D010009,C05.116.099.708/C563664|C16.320.728/C563664,C05.116.099.708|C16.320.728,,Genetic disease (inborn)|Musculoskeletal disease
DEVELOPMENTAL DYSPLASIA OF THE HIP 1,OMIM:142700,,,MESH:D006618,C05.660.449/142700|C16.131.621.449/142700,C05.660.449|C16.131.621.449,"ACETABULAR DYSPLASIA|CDH|DDH|DDH1|HIP DYSPLASIA, CONGENITAL|HIP DYSPLASIA, DEVELOPMENTAL",Congenital abnormality|Musculoskeletal disease
"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24",OMIM:615871,,,MESH:D013036,C10.228.140.490.375.760/615871|C10.228.140.490.493.875/615871,C10.228.140.490.375.760|C10.228.140.490.493.875,EIEE24,Nervous system disease
"Charcot-Marie-Tooth disease, Type 2B2",MESH:C537991,OMIM:605589,,MESH:D002607,C10.500.300.200/C537991|C10.574.500.495.200/C537991|C10.668.829.800.300.200/C537991|C16.131.666.300.200/C537991|C16.320.400.375.200/C537991,C10.500.300.200|C10.574.500.495.200|C10.668.829.800.300.200|C16.131.666.300.200|C16.320.400.375.200,"ARCMT2B|Charcot-Marie-Tooth disease, axonal, autosomal recessive, B2|CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2B2|Charcot-Marie-Tooth Disease, Axonal, Autosomal Recessive, Type B2|Charcot-Marie-Tooth disease, axonal, Type 2B2|Charcot-Marie-Tooth disease, neuronal, Type 2B2|Charcot-Marie-Tooth Neuropathy, Type 2B2|CMT2B2|CMT 2B2",Congenital abnormality|Genetic disease (inborn)|Nervous system disease
EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY,OMIM:616487,,,MESH:D009260|MESH:D016110,C16.131.831.493.180/616487|C16.320.850.275.180/616487|C17.800.529/616487|C17.800.804.493.180/616487|C17.800.827.275.180/616487|C17.800.865.410.180/616487,C16.131.831.493.180|C16.320.850.275.180|C17.800.529|C17.800.804.493.180|C17.800.827.275.180|C17.800.865.410.180,EBSND,Congenital abnormality|Genetic disease (inborn)|Skin disease
"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2",OMIM:612623,,,MESH:D003925,C14.907.320/612623|C19.246.099.500/612623,C14.907.320|C19.246.099.500,"END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO|MVCD2|PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO",Cardiovascular disease|Endocrine system disease
Duodenal Diseases,MESH:D004378,DO:DOID:4072,"Pathological conditions in the DUODENUM region of the small intestine (INTESTINE, SMALL).",MESH:D007410,C06.405.469.275,C06.405.469,"Disease, Duodenal|Diseases, Duodenal|Duodenal Disease",Digestive system disease
Methylenetetrahydrofolate reductase deficiency,MESH:C537357,OMIM:236250,,MESH:D006712|MESH:D009128|MESH:D011618,C05.651.512/C537357|C10.228.140.163.100.365/C537357|C10.597.613.550.550/C537357|C16.320.565.100.480.500/C537357|C16.320.565.189.365/C537357|C17.300.428/C537357|C18.452.132.100.365/C537357|C18.452.648.100.480.500/C537357|C18.452.648.189.365/C537357|C23.888.592.608.550.550/C537357|F03.700.675/C537357,C05.651.512|C10.228.140.163.100.365|C10.597.613.550.550|C16.320.565.100.480.500|C16.320.565.189.365|C17.300.428|C18.452.132.100.365|C18.452.648.100.480.500|C18.452.648.189.365|C23.888.592.608.550.550|F03.700.675,"HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY|METHYLENETETRAHYDROFOLATE REDUCTASE DEFICIENCY|MTHFR DEFICIENCY  MTHFR DEFICIENCY, THERMOLABILE TYPE, INCLUDED",Connective tissue disease|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms
"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE",OMIM:616414,,,MESH:D001168|MESH:D001327|MESH:D007674|MESH:D017563,C05.550.114/616414|C08.381.483/616414|C12.777.419/616414|C13.351.968.419/616414|C20.111/616414,C05.550.114|C08.381.483|C12.777.419|C13.351.968.419|C20.111,AILJK,Immune system disease|Musculoskeletal disease|Respiratory tract disease|Urogenital disease (female)|Urogenital disease (male)
"Adenocarcinoma, Clear Cell",MESH:D018262,DO:DOID:4468,"An adenocarcinoma characterized by the presence of varying combinations of clear and hobnail-shaped tumor cells. There are three predominant patterns described as tubulocystic, solid, and papillary. These tumors, usually located in the female reproductive organs, have been seen more frequently in young women since 1970 as a result of the association with intrauterine exposure to diethylstilbestrol. (From Holland et al., Cancer Medicine, 3d ed)",MESH:D000230,C04.557.470.200.025.045,C04.557.470.200.025,"Adenocarcinomas, Clear Cell|Clear Cell Adenocarcinoma|Clear Cell Adenocarcinomas",Cancer
Meier Blumberg Imahorn syndrome,MESH:C536148,,,MESH:D002128|MESH:D009800,C10.228.140.163.100.640/C536148|C12.777.419.815.720/C536148|C13.351.968.419.815.720/C536148|C16.131.077.662/C536148|C16.320.322.750/C536148|C16.320.565.151.600/C536148|C16.320.565.189.640/C536148|C16.320.565.861.750/C536148|C16.320.709/C536148|C18.452.132.100.640/C536148|C18.452.174/C536148|C18.452.648.151.600/C536148|C18.452.648.189.640/C536148|C18.452.648.861.750/C536148,C10.228.140.163.100.640|C12.777.419.815.720|C13.351.968.419.815.720|C16.131.077.662|C16.320.322.750|C16.320.565.151.600|C16.320.565.189.640|C16.320.565.861.750|C16.320.709|C18.452.132.100.640|C18.452.174|C18.452.648.151.600|C18.452.648.189.640|C18.452.648.861.750,Idiopathic hypercalciuria with bilateral macular colobomata,Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)
Gout,MESH:D006073,DO:DOID:13189,"Metabolic disorder characterized by recurrent acute arthritis, hyperuricemia and deposition of sodium urate in and around the joints, sometimes with formation of URIC ACID calculi.",MESH:D000070657|MESH:D001168|MESH:D011686|MESH:D012216,C05.550.114.423|C05.550.354.500|C05.799.414|C16.320.565.798.368|C18.452.648.798.368,C05.550.114|C05.550.354|C05.799|C16.320.565.798|C18.452.648.798,Gouts,Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease
"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair",MESH:C563506,,,MESH:D006201|MESH:D009260|MESH:D012873,C16.320.850/C563506|C17.800.329/C563506|C17.800.529/C563506|C17.800.827/C563506,C16.320.850|C17.800.329|C17.800.529|C17.800.827,,Genetic disease (inborn)|Skin disease
"Carbohydrate Metabolism, Inborn Errors",MESH:D002239,DO:DOID:2978,Dysfunctions of CARBOHYDRATE METABOLISM resulting from inborn genetic mutations that are inherited or acquired in utero.,MESH:D008661,C16.320.565.202|C18.452.648.202,C16.320.565|C18.452.648,"Carbohydrate Metabolism, Inborn Error",Genetic disease (inborn)|Metabolic disease
